word,reading,meanings,level,example_ja,example_en
寒気,かんき,cold; frost; chill,N1,寒気がする。,I feel cold.
刊行,かんこう,publication; issue,N1,ついに新しい小説が刊行された。,The new novel was finally published.
勘弁,かんべん,pardon; forgiveness; forbearance,N1,勘弁してよ。,Give me a break.
勧め,すすめ,recommendation; advice; encouragement,N1,禁煙を勧めます。,I advise you to stop smoking.
勧告,かんこく,advice; counsel; remonstrance; recommendation,N1,豪雨災害で多数の命が奪われた要因の一つとして、行政が避難勧告の発令に踏み切れず先送りしたことが指摘されている。,The government's delay in issuing evacuation advisories has been identified as a main factor in the loss of so many lives during the torrential downpours.
勧誘,かんゆう,invitation; solicitation; canvassing; inducement; persuasion; encouragement,N1,部活の勧誘にももう慣れた。,I'm already used to invitations to participate in club activities.
巻,まき,volume,N1,葉巻はいかが？,Have a cigar?
堪える,こたえる,to bear; to stand; to endure; to put up with; to support; to withstand; to resist; to brave; to be fit for; t,N1,彼は十分その職に堪える。,He's quite able at his job.
堪らない,たまらない,intolerable; unbearable; unendurable,N1,うちの息子ね、ナメクジが大好きなの。彼曰く、ナメクジのねばねば、ぬるぬるが堪らないんだって。,"My son really likes slugs. He says they're sticky and slippery, and he finds that fascinating."
完璧,かんぺき,perfection; completeness; flawless,N1,宿題は完璧？,Have you completed your homework?
官僚,かんりょう,bureaucrat; bureaucracy,N1,彼の辞職で官僚の席に空きができた。,His resignation left a vacancy in the cabinet.
寛容,かんよう,forbearance; tolerance; generosity,N1,もっと、寛容になるべきだ。,You ought to be more tolerant.
干し物,ほしもの,dried washing (clothes),N1,,
干渉,かんしょう,interference; intervention,N1,干渉しないで。,You keep out of this.
幹,かん,(tree) trunk,N1,鉄鋼は基幹産業である。,Steel is a key industry.
幹線,かんせん,main line; trunk line,N1,新しい新幹線の速いこと！,How fast the new Shinkansen goes!
幹部,かんぶ,management; (executive) staff; leaders,N1,彼はその問題について幹部の何人かと協議した。,He consulted with some of the staff on the matter.
感慨,かんがい,strong feelings; deep emotion,N1,感慨深い日でした。,It was an emotional day.
感触,かんしょく,sense of touch; feeling; sensation,N1,テストの感触は？,How was the test?
感染,かんせん,infection; contagion,N1,感染症の病気ですか。,Can other people catch it?
感度,かんど,sensitivity; severity (quake),N1,高感度フィルムは出してもいいですか。,Can I unload the high speed film?
感無量,かんむりょう,deep feeling; inexpressible feeling; filled with emotion,N1,,
慣らす,ならす,to accustom,N1,狼を飼い慣らすことはできません。,You cannot tame a wolf.
慣れ,なれ,practice; experience,N1,習うより慣れろ。,Practice makes perfect.
慣行,かんこう,customary practice; habit; traditional event,N1,その慣行は廃止すべきだ。,The practice should be done away with.
慣習,かんしゅう,usual (historical) custom,N1,これは日本独特の慣習だ。,This is a custom peculiar to Japan.
慣用,かんよう,common; customary,N1,これは現代英語の慣用法についての本です。,This is a book on modern English usage.
慣例,かんれい,custom; precedent; of convention,N1,,
換算,かんさん,conversion; change; exchange,N1,彼は何でもお金に換算してしまう。,He thinks of everything in terms of money.
敢えて,あえて,dare (to do); challenge (to do),N1,敢えてやってみた。,I took risks.
歓声,かんせい,cheer; shout of joy,N1,歓声が上がった。,Shouts of joy burst forth.
漢語,かんご,Chinese word; Sino-Japanese word,N1,漢語はもともと外来語です。,Kanji compounds are originally loanwords.
甘い,うまい,delicious,N1,それは甘いの？,Is that sweet?
甘える,あまえる,to behave like a spoiled child; to fawn on,N1,お言葉に甘えるね。,If you insist.
甘口,あまくち,sweet flavour; mildness; flattery; stupidity,N1,そんな甘口には乗らないよ。,That sort of flattery will get you nowhere.
監視,かんし,observation; guarding; inspection; surveillance,N1,彼は彼らを監視した。,He kept an eye on them.
看護,かんご,nursing; (army) nurse,N1,私は看護婦です。,I'm a nurse.
竿,さお,rod; pole (e.g. for drying laundry),N1,竿にシーツを全部干しました。,I put all of the sheets to dry on the pole.
管,かん,pipe; tube,N1,私は管理者だ。,I'm an admin.
簡易,かんい,simplicity; easiness; quasi-,N1,簡易ベッドで寝てるんだ。,I sleep on a cot.
簡潔,かんけつ,brevity; conciseness; simplicity,N1,簡潔は機知の精髄。,Brevity is the soul of wit.
簡素,かんそ,simplicity; plain,N1,その式典は簡素だった。,The ceremony was simple.
緩む,ゆるむ,to become loose; to slacken,N1,普通ネジはね、のの字に回すと締まって、のの字の反対に回すと緩むんだよ。,Normal screws when turned clockwise will tighten and when turned anti-clockwise will loosen.
緩める,ゆるめる,to loosen; to slow down,N1,,
緩やか,ゆるやか,lenient,N1,この学校は規律がやや緩やかだ。,Discipline is rather mild at this school.
緩和,かんわ,relief; mitigation,N1,需給関係が緩和している。,The supply-demand balance is relaxing.
肝心,かんじん,essential; fundamental; crucial; vital; main,N1,始めが肝心。,A good beginning makes a good ending.
観,かん,look; appearance; spectacle,N1,楽観的だよね。,You're optimistic.
観衆,かんしゅう,spectators; onlookers; members of the audience,N1,観衆は試合に興奮した。,The audience was excited at the game.
観点,かんてん,point of view,N1,母は何でもお金の観点から考える。,My mother thinks of everything in terms of money.
観覧,かんらん,viewing,N1,観覧車が一番好きです。,The Ferris wheel is my favorite.
貫く,つらぬく,to go through,N1,光は闇を貫く。,The light penetrates the darkness.
貫禄,かんろく,presence; dignity,N1,貫禄がついたね。,You look very dignified.
還元,かんげん,resolution; reduction; return to origins,N1,ゲイツ会長、広告収入をユーザーに還元する意向表明。,Bill Gates announces intent to return advertising revenue to the users.
還暦,かんれき,60th birthday,N1,母方の祖父は明日還暦を迎える。,My grandfather on my mother's side is celebrating his 60th birthday tomorrow.
間々,まま,occasionally; frequently,N1,,
間もなく,まもなく,soon; before long; in a short time,N1,間もなく日没だ。,The sunset is soon.
間違う,まちがう,to make a mistake; to be incorrect; to be mistaken,N1,誰でも間違う事はある。,Anyone can make mistakes.
間柄,あいだがら,relation(ship),N1,お二人の間柄は？,How are you related?
関税,かんぜい,customs; duty; tariff,N1,宝石の関税を払った。,We paid customs on jewels.
関与,かんよ,participation; taking part in; participating in; being concerned in,N1,私は関与していない。,I am not getting involved.
館,かん,house; hall; building; hotel; inn; guesthouse,N1,明日図書館でね。,See you tomorrow at the library.
丸々,まるまる,completely,N1,明日で丸々１週間雨が降り続く事になっているでしょう。,It will have been raining a whole week tomorrow.
丸ごと,まるごと,in its entirety; whole; wholly,N1,彼女は１課を丸ごと暗記することで満点を取った。,She got full marks by memorizing the whole lesson.
丸っきり,まるっきり,completely; perfectly; just as if,N1,,
丸で,まるで,quite; entirely; completely; at all; as if; as though; so to speak,N1,赤丸で囲む。,Circle in red pencil.
丸める,まるめる,to make round; to round off; to roll up; to curl up; to seduce; to cajole; to explain away,N1,猫は背中を丸める。,Cats arch their backs.
含嗽,うがい,gargle; rinse mouth,N1,,
玩具,おもちゃ,toy,N1,その玩具は木製だ。,That toy is made out of wood.
癌,がん,cancer,N1,癌なんです。,I have cancer.
眼科,がんか,ophthalmology,N1,眼科医です。,I'm an ophthalmologist.
眼球,がんきゅう,eyeball,N1,豚の眼球は食べても大丈夫なんですか？,Is it safe to eat a pig's eyeball?
眼鏡,がんきょう,spectacles; glasses,N1,私の眼鏡はどこ？,Where are my glasses?
岩石,がんせき,rock,N1,この板状の固い岩石の層をプレートと呼ぶ。,We call these slabs of the solid-rock layer 'plates'.
贋物,がんぶつ,imitation; counterfeit; forgery; sham,N1,それは贋物よ。,It's a fake.
頑固,がんこ,stubbornness; obstinacy,N1,彼女は頑固です。,She is an obstinate girl.
頑丈,がんじょう,solid; firm; stout; burly; strong; sturdy,N1,このベッドは頑丈そうだ。,This bed seems sturdy.
顔付き,かおつき,(outward) looks; features; face; countenance; expression,N1,彼は優しい顔付きをしている。,He has a kind expression.
願書,がんしょ,written application or petition,N1,彼は事務所に願書を提出した。,He sent in his application to the office.
企画,きかく,planning; project,N1,ばかばかしい企画ね。,Such a stupid proposal.
危ぶむ,あやぶむ,to fear; to have misgivings; to be doubtful; to mistrust,N1,私は彼の成功を危ぶむ。,I am doubtful of his success.
危害,きがい,injury; harm; danger,N1,犬は主人を危害から守った。,The dog defended his master from harm.
危機,きき,crisis,N1,危機一髪だった。,That was a close shave.
喜劇,きげき,comedy; funny show,N1,我々は皆その喜劇を楽しんだ。,We were all amused with the comedy.
器,うつわ,bowl; vessel; container,N1,食器を洗おう。,Let's do the dishes.
器官,きかん,organ (of body); instrument,N1,物を視覚的に覚える器官は視床下部の下にある。,The sight memory organ is below the hypothalamus.
基,もとい,basis,N1,基本が大切よ。,Fundamentals are important.
基金,ききん,fund; foundation,N1,孤児を助けるために基金が設立された。,The fund was set up to help orphans.
奇数,きすう,odd number,N1,１と３は、奇数です。,One and three are odd numbers.
奇麗,きれい,pretty; clean; nice; tidy; beautiful; fair,N1,女の人は奇麗です。,The woman is beautiful.
寄こす,よこす,to send; to forward,N1,,
寄り掛かる,よりかかる,to lean against; to recline on; to lean on; to rely on,N1,,
寄贈,きそう,donation; presentation,N1,同書を一部ご寄贈いただければ幸いに存じます。,I would very much appreciate receiving a copy of the book.
寄与,きよ,contribution; service,N1,それは社会に寄与するのだ。,That will contribute to society.
幾多,いくた,many; numerous,N1,我々は幾多の困難を克服しなければならない。,We have to cope with hosts of difficulties.
既婚,きこん,marriage; married,N1,既婚者だよね？,"You're married, aren't you?"
期,き,period; time,N1,後期が終わった。,Second semester has ended.
期日,きじつ,fixed date; settlement date,N1,試験期日を照会してみる必要がある。,We need to make inquiries about the date of the examination.
期末,きまつ,end of term,N1,期末試験は来週だよ。,Our finals are next week.
棄権,きけん,abstain from voting; renunciation of a right,N1,棄権が二票あった。,There were two abstentions.
機,はた,loom,N1,機嫌悪いの？,Are you in a bad mood?
機構,きこう,mechanism; organization,N1,どこか機構が悪いに違いない。,Something must be wrong with the machinery.
帰京,ききょう,returning to Tokyo,N1,,
気まぐれ,きまぐれ,whim; caprice; whimsy; fickle; moody; uneven temper,N1,気まぐれな天気だな。,The weather is fickle.
気楽,きらく,at ease; comfortable,N1,気楽にしよう。,Let it all hang out.
気軽,きがる,cheerful; buoyant; lighthearted,N1,気軽にいこう。,Take it easy!
気兼ね,きがね,hesitance; diffidence; feeling constraint; fear of troubling someone; having scruples about doing someth,N1,思ったことを気兼ねなく言っていいんだよ。,Feel free to share your thoughts.
気質,かたぎ,spirit; character; trait; temperament; disposition,N1,親父は職人気質な人でね。,My dad is a stubborn man at his job.
気象,きしょう,weather; climate,N1,最近は異常気象がよくある。,We often have unusual weather these days.
気障,きざ,affectation; conceit; snobbery,N1,,
気触れる,かぶれる,to react to; to be influenced by; to go overboard for,N1,,
気配,きはい,indication; market trend; worry,N1,秋の気配がします。,It feels like fall.
気品,きひん,aroma,N1,彼女には生まれつきの気品がある。,She has inherent dignity.
気風,きふう,character; traits; ethos,N1,,
気立て,きだて,disposition; nature,N1,彼女は気立てがいい。,She is good-natured.
気流,きりゅう,atmospheric current,N1,乱気流のために飛行機が揺れた。,We had a rough flight because of turbulence.
汽船,きせん,steamship,N1,汽船は見えなくなった。,The steamer is now out of sight.
祈り,いのり,prayer; supplication,N1,幸運を祈ります。,I wish you the best of luck.
季刊,きかん,quarterly (e.g. magazine),N1,,
規格,きかく,standard; norm,N1,,
規制,きせい,regulation,N1,交通規制に従うべきだ。,You should obey the traffic rules.
規定,きてい,regulation; provisions,N1,小麦の輸入禁止が法律で規定された。,A wheat import ban was enacted.
規範,きはん,model; standard; pattern; norm; criterion; example,N1,倫理学というのは、行動の規範を意味する。,Ethics means the rules of conduct.
規模,きぼ,scale; scope; plan; structure,N1,大規模な道路工事が始まった。,Large-scale road construction began.
規約,きやく,agreement; rules; code,N1,払い戻しの規約なんてあったか？,Was there a refund policy?
記す,しるす,to note; to write down,N1,日付を暗記することは容易ではない。,It is not easy to commit dates to memory.
記載,きさい,mention; entry,N1,次のように記載します。,We'll note it in the following way.
記述,きじゅつ,describing; descriptor,N1,あの男は新聞の記述と一致する。,The man answers to the description in the newspaper.
記名,きめい,signature; register,N1,持ち物すべてに記名してください。,Please put their name on everything they take with them.
貴い,たっとい,precious; valuable; priceless; noble; exalted; sacred,N1,,
貴女,あなた,you; lady,N1,貴女は、子供好きですね。,"You love children, don't you?"
貴族,きぞく,noble; aristocrat,N1,彼は純粋の貴族だ。,He's a genuine aristocrat.
起こす,おこす,to raise; to cause; to wake someone,N1,寝た子を起こすなよ。,Let sleeping dogs lie.
起源,きげん,origin; beginning; rise,N1,オリンピックの起源は？,What are the origins of the Olympics?
起点,きてん,starting point,N1,,
起伏,きふく,undulation,N1,,
軌道,きどう,orbit; railroad track,N1,衛星は今軌道に乗っている。,The satellite is now in orbit.
偽造,ぎぞう,forgery; falsification; fabrication; counterfeiting,N1,その文書は本物でも偽造されたものでもない。,The document is neither genuine nor forged.
宜しく,よろしく,well; properly; suitably; best regards; please remember me,N1,お父さんに宜しく。,Remember me to your father.
戯曲,ぎきょく,play; drama,N1,彼はいくつかの戯曲を韻文で書いた。,He wrote several plays in verse.
技,わざ,art; technique,N1,演技はじめ！,Action!
技能,ぎのう,technical skill; ability; capacity,N1,学生は読書の技能を磨くべきだ。,Students should develop their reading skills.
欺く,あざむく,to deceive,N1,自分を欺くのはやめましょう。,Stop deluding yourself.
犠牲,ぎせい,sacrifice,N1,犠牲はつきものさ。,Sacrifices are inevitable.
疑惑,ぎわく,doubt; misgivings; distrust; suspicion,N1,彼は疑惑に悩まされた。,He was assailed with doubts.
義理,ぎり,duty; sense of duty; honor; decency; courtesy; debt of gratitude; social obligation,N1,義理の母のこと好きよ。,I like my mother-in-law.
議案,ぎあん,legislative bill,N1,議案を撤した。,He withdrew the bill.
議決,ぎけつ,resolution; decision; vote,N1,憲法の規定に従い衆院の議決が参院に優越する。,"Under the Constitution, the lower chamber's resolutions override those of the upper chamber."
議事堂,ぎじどう,Diet building,N1,,
議題,ぎだい,topic of discussion; agenda,N1,今日の議題は何ですか？,What's on the agenda today?
掬う,すくう,to scoop; to ladle out,N1,,
鞠,まり,ball,N1,,
吃逆,しゃっくり,hiccough; hiccup,N1,,
吃驚,びっくり,be surprised; be amazed; be frightened; astonishment,N1,その質問は少し吃驚した。,I was a little surprised at the question.
喫茶,きっさ,tea drinking; tea house,N1,喫茶店に行きたい？,Do you want to go to a coffee shop?
詰まり,つまり,in short; in brief; in other words; that is to say; in the long run; after all; blockade; stuffing; ultimate,N1,彼女と一緒にいると気詰まりだ。,I feel ill at ease in her company.
詰らない,つまらない,insignificant; boring; trifling,N1,,
詰る,なじる,to rebuke; to scold; to tell off,N1,,
客観,きゃっかん,objective,N1,客観的な歴史は存在するだろうか。,Does objective history exist?
脚色,きゃくしょく,dramatization (e.g. film),N1,その物語は映画用に脚色された。,The story was adapted for the movie.
脚本,きゃくほん,scenario,N1,彼は脚本を書いている。,He writes scripts.
逆上る,さかのぼる,to go back; to go upstream; to make retroactive,N1,,
逆転,ぎゃくてん,(sudden) change; reversal; turn-around; coming from behind (baseball),N1,形勢は逆転した。,Now the shoe is on the other foot.
逆立ち,さかだち,handstand; headstand,N1,彼女は逆立ちをした。,She stood on her head.
丘陵,きゅうりょう,hill,N1,飛行機から見ると、小さな丘陵は平地のように見える。,Small hills look flat from an airplane.
久しい,ひさしい,long; long-continued; old (story),N1,この習慣は絶えて久しい。,This custom became extinct a long time ago.
久し振り,ひさしぶり,after a long time,N1,,
休める,やすめる,to rest; to suspend; to give relief,N1,明日って、仕事休める？,Can you get off work tomorrow?
休学,きゅうがく,temporary absence from school; suspension,N1,トムは休学にはならなかった。,Tom wasn't suspended from school.
休戦,きゅうせん,truce; armistice,N1,彼らは休戦条件で合意した。,They agreed on cease-fire terms.
及び,および,and; as well as,N1,礼には及びません。,Don't mention it.
及ぶ,およぶ,to reach; to come up to; to amount to; to befall; to happen to; to extend; to match; to equal,N1,私の力が及ぶ限り援助します。,I'll help you to the best of my power.
宮殿,きゅうでん,palace,N1,宮殿には高い塔がある。,The palace has a tall tower.
弓,ゆみ,bow (and arrow),N1,夢で弓を見た。,I dreamed about a bow.
急かす,せかす,to hurry; to urge on,N1,そんなに急かすなよ。,Don't be in such a hurry.
救い,すくい,help; aid; relief,N1,彼は救い難い。,He's beyond help.
救援,きゅうえん,relief; rescue; reinforcement,N1,被災地に救援物資が急送された。,Relief supplies were raced to the disaster area.
救済,きゅうさい,relief; aid; rescue; salvation; help,N1,難民達の苦しみを救済すべきだ。,We must relieve the refugees of their suffering.
朽ちる,くちる,to rot,N1,,
球根,きゅうこん,(plant) bulb,N1,,
究極,きゅうきょく,ultimate; final; eventual,N1,トムって究極に細かいよね。,Tom is extremely fussy.
窮屈,きゅうくつ,narrow; tight; stiff; rigid; uneasy; formal; constrained,N1,非の打ち所がない計画は、窮屈だなあ。,"A faultless plan is stifling, isn't it?"
窮乏,きゅうぼう,poverty,N1,飢饉が人々にひどい窮乏をもたらした。,Famine caused great distress among the people.
給う,たまう,to receive; to grant,N1,神は我々に愛する力を与え給うた。,God gave us the power to love.
給仕,きゅうじ,office boy (girl); page; waiter,N1,給仕は新しいお皿を持ってきた。,The waiter brought a new plate.
給食,きゅうしょく,school lunch; providing a meal,N1,給食はあるの？,Do you have lunch at school?
旧事,くじ,past events; bygones,N1,,
旧知,きゅうち,old friend; old friendship,N1,,
居住,きょじゅう,residence,N1,「居住外国人」とは、どういう意味ですか。,"What does ""resident alien"" mean?"
巨,こ,big; large; great,N1,木星は巨大だ。,Jupiter is very large.
拒絶,きょぜつ,refusal; rejection,N1,彼の要求を拒絶する。,I deny his request.
拒否,きょひ,denial; veto; rejection; refusal,N1,拒否できなかった。,I couldn't deny it.
許容,きょよう,permission; pardon,N1,あなたが許容できる『遠距離恋愛』の距離は？,How much distance could you accept in a long distance relationship?
距離,きょり,distance; range,N1,距離を感じる。,I feel the distance.
鋸,のこぎり,saw,N1,彼は暖炉用に丸太を鋸で切った。,He sawed logs for the fireplace.
漁船,ぎょせん,fishing boat,N1,たった今漁船が陸を離れた。,A fishing boat put off just now.
漁村,ぎょそん,fishing village,N1,トムは小さな漁村に住んでいた。,Tom lived in a small fishing village.
享受,きょうじゅ,reception; acceptance; enjoyment; being given,N1,日本は戦後繁栄を享受している。,Japan has enjoyed prosperity since the war.
供,きょう,offer; present; submit; serve (a meal); supply,N1,お供します。,I will accompany you.
共,きょう,both; neither (neg); all; and; as well as; including; with; together with; plural ending,N1,共有したい？,Do you want to share it?
共稼ぎ,ともかせぎ,working together; (husband and wife) earning a living together,N1,今では多くの家庭が共稼ぎで、夫と妻の両方が働いている。,Many families now have two breadwinners with both husbands and wives working.
共学,きょうがく,coeducation,N1,,
共感,きょうかん,sympathy; response,N1,あなたの考え方には共感できます。,I really agree with what you're saying.
共産,きょうさん,communism,N1,最近共産主義は拡大した。,Recently communism has extended its power.
共存,きょうそん,coexistence,N1,,
共働き,ともばたらき,dual income,N1,「少しうちに寄っていかない？」「いいの？」「うち共働きで親は遅いの」,"""Want to drop round my place?"" ""Can I?"" ""My parents come home late as they both work."""
共鳴,きょうめい,resonance; sympathy,N1,私は彼女の意見に共鳴した。,I appreciated her sentiments.
共和,きょうわ,republicanism; cooperation,N1,アメリカ合衆国は共和国である。,The United States is a republic.
凶作,きょうさく,bad harvest; poor crop,N1,米作は今年は凶作だ。,The rice crop is poor this year.
協会,きょうかい,association; society; organization,N1,協会は彼を会長にした。,The society made him president.
協議,きょうぎ,conference; consultation; discussion; negotiation,N1,私たちはその問題を彼らと協議した。,We consulted them about the problem.
協調,きょうちょう,co-operation; conciliation; harmony; firm (market) tone,N1,私は協調性がある。,I'm cooperative.
協定,きょうてい,arrangement; pact; agreement,N1,彼は協定を破ることがよくある。,He often offends against our agreement.
叫び,さけび,shout; scream; outcry,N1,彼は叫び始めた。,He began to shout.
境遇,きょうぐう,environment; circumstances,N1,彼は境遇に満足している。,He is contented with his lot.
強いて,しいて,by force,N1,これと言って趣味はないんですが、強いて言えば、音楽鑑賞ですかね。,"I don't know if you'd call it a hobby, but to stretch it a little, you could say music appreciation is my hobby."
強いる,しいる,to force; to compel; to coerce,N1,,
強まる,つよまる,to get strong; to gain strength,N1,お昼ごろには、雨脚が強まる見込みです。,"Around noon, the chance of passing rain showers gets stronger."
強める,つよめる,to strengthen; to emphasize,N1,霊長類の毛づくろいは集団の結合を強める。,Grooming in primates increases group cohesion.
強気,ごうぎ,great; grand,N1,彼は強気だ。,He comes on strong.
強硬,きょうこう,firm; vigorous; unbending; unyielding; strong; stubborn,N1,大統領は強硬路線をとった。,The President took a hard line.
強行,きょうこう,forcing; enforcement,N1,,
強制,きょうせい,obligation; coercion; compulsion; enforcement,N1,彼女は強制的に私を連れ出した。,She forced me to go out with her.
強請る,ねだる,to tease; to coax; to solicit; to demand,N1,,
強烈,きょうれつ,strong; intense; severe,N1,強烈な暑さだ。,The heat is intense.
怯える,おびえる,to become frightened; to have a nightmare,N1,ニューヨーク州バッファロー出身の水牛に怯える同じ出身の水牛は、同時に同じ州の別の水牛を怯えさせている。,Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.
恐らく,おそらく,perhaps,N1,恐らく時間がない。,I'm afraid there is no time.
恐れ,おそれ,fear; horror,N1,恐れ入ります。,Excuse me.
恐れ入る,おそれいる,to be filled with awe; to feel small; to be amazed; to be surprised; to be disconcerted; to be sorry; to b,N1,,
教え,おしえ,teachings; precept; lesson; doctrine,N1,教えないよ。,I won't tell you.
教員,きょういん,teaching staff,N1,姉は英語の教員です。,My sister is an English teacher.
教科,きょうか,subject; curriculum,N1,教科書は、高い。,Textbooks are expensive.
教訓,きょうくん,lesson; precept; moral instruction,N1,実例は教訓にまさる。,Example is better than precept.
教材,きょうざい,teaching materials,N1,一口に英会話教材といっても、千差万別だ。,They all get lumped together as English texts. But in fact these books are extremely varied and wide-ranging.
教習,きょうしゅう,training; instruction,N1,教習所に通ってるんだ。,I go to a driving school.
教職,きょうしょく,teaching certificate; the teaching profession,N1,彼は教職に就いた。,He went into teaching.
橋渡し,はしわたし,bridge building; mediation,N1,,
況して,まして,still more; still less (with neg. verb); to say nothing of; not to mention,N1,,
脅かす,おどかす,to threaten; to coerce,N1,脅かすなよ。,Don't threaten me.
脅す,おどす,to threaten; to menace,N1,対戦相手を脅すという彼のやり方を彼らは気に入らなかった。,They did not like the way he threatened his opponents.
脅迫,きょうはく,threat; menace; coercion; terrorism,N1,彼は私を脅迫した。,He blackmailed me.
興じる,きょうじる,to amuse oneself; to make merry,N1,,
興業,こうぎょう,industrial enterprise,N1,,
興奮,こうふん,excitement; stimulation; agitation; arousal,N1,興奮してる？,Are you excited?
郷愁,きょうしゅう,nostalgia; homesickness,N1,管弦楽団は郷愁に満ちた音楽を演奏し始めた。,The orchestra struck up nostalgic music.
郷里,きょうり,birth-place; home town,N1,僕の郷里の町は海に接している。,My hometown is adjacent to the ocean.
驚き,おどろき,surprise; astonishment; wonder,N1,何という驚き。,What a surprise!
驚異,きょうい,wonder; miracle,N1,彼は驚異の念で一杯だった。,He was filled with wonder.
仰ぐ,あおぐ,to look up (to); to respect; to depend on; to ask for; to seek; to revere; to drink; to take,N1,私は何事にも彼の指導を仰ぐ。,I look to him for direction in everything.
仰っしゃる,おっしゃる,to say; to speak; to tell; to talk,N1,,
凝らす,こごらす,to freeze; to congeal,N1,,
凝る,こごる,to congeal; to freeze,N1,彼は何かをやり出すとそれに凝る性質です。,"When he begins to do anything, he devotes himself to it."
業,ごう,Buddhist karma; actions committed in a former life,N1,彼は失業した。,He lost his job.
業者,ぎょうしゃ,trader; merchant,N1,彼女は不動産業者です。,She is an estate agent.
業績,ぎょうせき,achievement; performance; results; work; contribution,N1,日本の企業業績は改善した。,Corporate results in Japan have improved.
業務,ぎょうむ,business; affairs; duties; work,N1,日曜日は郵便業務がありますか。,Is there postal service on Sunday?
局限,きょくげん,limit; localize,N1,,
曲,きょく,tune; piece of music,N1,一曲聞くか。,Will you listen to a piece of music?
曲がる,まがる,to turn; to bend,N1,鉛は簡単に曲がる。,Lead bends easily.
極めて,きわめて,exceedingly; extremely,N1,極めて遺憾です。,It's extremely regrettable.
極楽,ごくらく,paradise,N1,地獄極楽は心にあり。,Heaven and hell exist in the hearts of man.
極端,きょくたん,extreme; extremity,N1,両極端は一致する。,Extremes meet.
玉,ぎょく,king (shogi),N1,玉屋！鍵屋！,Jeweler! Locksmith!
桐,きり,paulownia tree,N1,,
僅,きん,a little; small quantity,N1,その列車の乗客はほんの僅かしかいない。,There are very few passengers in the train.
勤まる,つとまる,to be fit for; to be equal to; to function properly,N1,,
勤め先,つとめさき,place of work,N1,彼の勤め先はどこですか。,Where does he work?
勤勉,きんべん,industry; diligence,N1,彼は勤勉です。,He is diligent.
勤務,きんむ,service; duty; work,N1,今勤務中です。,I am on duty now.
勤労,きんろう,labor; exertion; diligent service,N1,勤労によって日本は今日の日本になった。,Hard work has made Japan what it is today.
均衡,きんこう,equilibrium; balance,N1,予算は均衡がとれていなければならない。,The budget must be balanced.
禁じる,きんじる,to prohibit,N1,君の喫煙を禁じる。,I forbid you to smoke.
禁ずる,きんずる,to forbid; to suppress,N1,私の部屋での喫煙を禁ずる。,I forbid smoking in my room.
禁物,きんもつ,taboo; forbidden thing,N1,甘えは禁物だよ。,You shouldn't expect things to be easy.
緊急,きんきゅう,urgent; pressing; emergency,N1,緊急事態だ。,It's an emergency!
襟,えり,neck; collar; lapel; neckband,N1,彼はすりの襟首を掴んだ。,He seized the pickpocket by the collar.
近々,きんきん,nearness; before long,N1,ではまた近々。,See you soon.
近眼,きんがん,nearsightedness; shortsightedness; myopia,N1,近眼なんですか？,Are you nearsighted?
近郊,きんこう,suburbs; outskirts,N1,彼は東京近郊に住んでいる。,He lives in the suburbs of Tokyo.
近視,きんし,shortsightedness,N1,仮性近視です。,I have false nearsightedness.
近付く,ちかづく,to approach; to get near; to get acquainted with; to get closer,N1,,
金庫,かねぐら,safe; vault; treasury; provider of funds,N1,金庫はどこ？,Where's the safe?
金槌,かなづち,1.  (iron) hammer; 2.  punishment,N1,俺、金槌なんだ。,I can't swim at all.
吟味,ぎんみ,testing; scrutiny; careful investigation,N1,モノを買う時は、よく吟味してから買いなさい。,"When you buy something, examine it carefully before you buy it."
区,く,ward; district; section,N1,下京区に引っ越す。,I move to the Shimagyou district.
区々,まちまち,1.  several; various; divergent; conflicting; different; diverse; 2.  trivial,N1,この点については意見が区々に分かれている。,Opinion is divided on this point.
区画,くかく,division; section; compartment; boundary; area; block,N1,彼女はここから数区画離れた所に住んでいる。,She lives a few blocks away from here.
区間,くかん,section (of track  etc),N1,このバスは一区間９０円です。,The bus fare here is 90 yen a section.
区切り,くぎり,an end; a stop; punctuation,N1,,
苦しめる,くるしめる,to torment; to harass; to inflict pain,N1,あなたの虚言が、私を苦しめるんです。,Your lies pain me.
駆けっこ,かけっこ,(foot) race,N1,あいつと駆けっこしたんだ。,I had a race with him.
駆ける,かける,to run (race  esp. horse); to gallop; to canter,N1,,
駆け足,かけあし,running fast; double time,N1,トムは駆け足で階段を上っていった。,Tom ran up the stairs.
愚か,おろか,foolish; stupid,N1,彼は愚かだ。,He is foolish.
愚痴,ぐち,idle complaint; grumble,N1,愚痴はやめろよ。,Stop grumbling.
空しい,むなしい,vacant; futile; vain; void; empty; ineffective; lifeless,N1,,
空ろ,うつろ,blank; cavity; hollow; empty (space),N1,,
空間,あきま,vacancy; room for rent or lease,N1,宇宙空間には空気がない。,There is no air in space.
空腹,くうふく,hunger,N1,空腹を感じた。,I felt hungry.
偶に,たまに,occasionally; once in a while,N1,,
屈折,くっせつ,bending; indentation; refraction,N1,,
君主,くんしゅ,ruler; monarch,N1,彼は専制君主である。,He is an absolute monarch.
群,ぐん,group (math),N1,彼女抜群ですよ。,She stands out from the rest.
群がる,むらがる,to swarm; to gather,N1,その歌手はファンの群がる中を苦心して進んだ。,The singer fought his way through the crowd of fans.
